InvoiceNo,InvoiceDate,CustomerID,CustomerSince,Country,PaymentMethod,Channel,StockCode,Description,Category,SubCategory,Quantity,UnitPrice,DiscountPct,PromoCode,TotalAmount
INV100253,2023-03-29 04:47:03,C1193,2021-11-15,United Kingdom,Credit Card,Online,P009,External HDD,Electronics,Storage,8,66.06,0.0,,528.48
INV100303,2024-07-27 22:31:44,C1336,2020-02-22,Spain,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,1,102.93,0.2,WELCOME5,82.34400000000001
INV100746,2023-04-27 01:39:48,C1153,2019-03-05,Germany,Credit Card,Offline,P013,Backpack,Accessories,Bags,3,96.99,0.0,,290.96999999999997
INV100571,2024-04-17 06:22:24,C1088,2020-10-19,United Kingdom,PayPal,Online,P011,Desk Lamp,Home,Lighting,4,83.71,0.2,NEW10,267.872
INV100623,2023-10-26 15:09:54,C1035,2018-05-20,India,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.15,NEW10,71.247
INV100732,2023-12-06 06:39:05,C1113,2019-10-10,Germany,Cash,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.0,NEW10,336.81
INV100891,2022-01-18 17:31:05,C1065,2020-09-01,United States,Credit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.05,,26.79
INV100262,2023-01-11 02:40:32,C1091,2018-03-02,United Kingdom,Credit Card,Online,P007,Headphones,Electronics,Audio,3,53.87,0.0,VIP15,161.60999999999999
INV100610,2022-12-03 01:22:12,C1187,2018-08-23,United Kingdom,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.0,WELCOME5,252.84
INV100297,2023-11-09 16:20:10,C1153,2019-05-25,United Kingdom,PayPal,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.2,,22.560000000000002
INV100414,2023-12-03 20:24:43,C1385,2020-05-27,United Kingdom,Debit Card,Online,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.0,,83.82000000000001
INV100150,2022-09-13 16:41:04,C1174,2019-02-15,India,Bank Transfer,Online,P008,Webcam,Electronics,Accessories,1,62.13,0.0,,62.13
INV100788,2023-11-25 21:34:35,C1072,2022-07-20,United Kingdom,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.0,,143.13
INV100640,2023-07-16 08:14:21,C1256,2020-04-25,United Kingdom,Credit Card,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.2,NEW10,149.11200000000002
INV100889,2024-12-26 15:58:32,C1027,2018-03-29,Spain,Cash,Offline,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.15,,35.955
INV100550,2022-05-31 20:41:35,C1124,2019-07-27,United States,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,5,47.71,0.0,,238.55
INV100886,2022-07-09 17:23:41,C1368,2020-03-24,United Kingdom,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,1,102.93,0.0,,102.93
INV100488,2022-04-17 01:20:13,C1336,2019-02-21,United Kingdom,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,3,32.42,0.0,,97.26
INV100147,2023-11-02 07:21:04,C1325,2021-04-08,France,Debit Card,Online,P003,Laptop Stand,Electronics,Accessories,2,27.94,0.15,,47.498
INV100146,2022-11-30 03:20:30,C1357,2020-04-14,United States,Credit Card,Online,P009,External HDD,Electronics,Storage,5,66.06,0.0,SUMMER20,330.3
INV100720,2022-12-01 11:35:42,C1203,2018-07-03,France,Credit Card,Offline,P009,External HDD,Electronics,Storage,2,66.06,0.15,,112.302
INV100931,2022-08-31 17:30:03,C1331,2020-03-03,United Kingdom,Debit Card,Online,P020,HDMI Cable,Electronics,Accessories,3,145.37,0.0,,436.11
INV100739,2024-11-01 15:10:15,C1275,2020-12-23,France,Credit Card,Offline,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.0,,273.94
INV100659,2022-07-01 00:03:20,C1181,2020-11-06,France,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,4,136.97,0.15,,465.698
INV100348,2022-07-16 06:45:08,C1340,2019-04-25,United Kingdom,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.05,,61.598
INV100463,2024-12-16 06:01:15,C1128,2020-04-07,Spain,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,2,27.94,0.0,,55.88
INV100325,2024-05-17 19:28:39,C1090,2018-03-31,United Kingdom,PayPal,Online,P008,Webcam,Electronics,Accessories,4,62.13,0.0,SUMMER20,248.52
INV100186,2024-01-22 19:33:42,C1115,2021-04-08,United States,Credit Card,Offline,P020,HDMI Cable,Electronics,Accessories,2,145.37,0.0,,290.74
INV100123,2022-12-26 01:17:25,C1130,2019-01-02,United Kingdom,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,3,32.42,0.0,SUMMER20,97.26
INV100853,2022-10-30 17:32:39,C1109,2018-08-20,United Kingdom,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.05,,135.9735
INV100608,2023-12-26 19:36:19,C1224,2018-08-26,United Kingdom,Bank Transfer,Online,P017,Standing Desk,Furniture,Desks,1,126.42,0.1,,113.778
INV100143,2024-10-19 09:39:12,C1159,2019-12-20,France,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.1,,25.38
INV100958,2022-11-18 16:07:45,C1065,2018-11-26,United Kingdom,Debit Card,Online,P008,Webcam,Electronics,Accessories,2,62.13,0.0,SUMMER20,124.26
INV100197,2022-01-21 21:41:57,C1224,2020-10-15,United Kingdom,Credit Card,Offline,P020,HDMI Cable,Electronics,Accessories,2,145.37,0.0,,290.74
INV100609,2024-03-31 16:47:19,C1306,2019-08-18,India,Cash,Offline,P011,Desk Lamp,Home,Lighting,3,83.71,0.0,,251.13
INV100279,2022-11-24 10:20:26,C1205,2020-12-03,United Kingdom,PayPal,Offline,P005,Office Chair,Furniture,Seating,2,42.19,0.2,WELCOME5,67.504
INV100293,2022-04-27 12:45:09,C1148,2018-09-20,United Kingdom,Debit Card,Offline,P014,Smart Speaker,Electronics,Audio,2,102.93,0.15,,174.981
INV100400,2023-11-26 14:54:30,C1286,2020-07-12,United Kingdom,Debit Card,Online,P020,HDMI Cable,Electronics,Accessories,4,145.37,0.0,,581.48
INV100122,2022-04-17 20:28:47,C1188,2020-10-10,United States,Credit Card,Offline,P020,HDMI Cable,Electronics,Accessories,2,145.37,0.15,NEW10,247.129
INV100183,2024-04-01 06:35:17,C1163,2019-07-05,United States,Credit Card,Offline,P017,Standing Desk,Furniture,Desks,2,126.42,0.15,,214.914
INV100202,2022-09-03 08:43:06,C1011,2020-07-30,United Kingdom,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,3,145.37,0.0,VIP15,436.11
INV100438,2023-04-13 02:40:03,C1001,2018-05-17,United Kingdom,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,4,21.12,0.1,,76.03200000000001
INV100246,2023-04-12 23:13:32,C1070,2018-11-13,Spain,PayPal,Online,P003,Laptop Stand,Electronics,Accessories,5,27.94,0.0,SUMMER20,139.70000000000002
INV100415,2024-03-22 13:01:18,C1229,2020-08-26,United Kingdom,PayPal,Online,P001,Wireless Mouse,Electronics,Accessories,5,14.1,0.0,NEW10,70.5
INV100932,2023-07-02 09:57:49,C1014,2019-04-29,United Kingdom,Debit Card,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.0,,336.81
INV100765,2023-05-28 20:28:30,C1325,2018-03-06,United Kingdom,Credit Card,Offline,P013,Backpack,Accessories,Bags,1,96.99,0.0,,96.99
INV100906,2022-08-06 23:59:46,C1157,2019-04-25,United States,Cash,Online,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.0,,410.90999999999997
INV100835,2023-06-04 08:40:32,C1199,2019-09-12,United Kingdom,Bank Transfer,Offline,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.05,,135.9735
INV100887,2023-07-08 16:19:09,C1076,2020-11-21,United Kingdom,Credit Card,Offline,P019,Planner 2024,Office Supplies,Stationery,1,136.97,0.15,,116.4245
INV100129,2022-09-16 22:38:44,C1157,2018-11-28,Germany,Cash,Online,P004,Notebook,Office Supplies,Stationery,5,32.42,0.05,,153.995
INV100637,2022-11-07 16:39:09,C1009,2020-12-11,United States,PayPal,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,WELCOME5,64.84
INV100402,2022-07-24 10:41:11,C1140,2018-12-01,United Kingdom,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,1,136.97,0.0,,136.97
INV100784,2024-12-28 20:35:43,C1216,2022-08-08,India,PayPal,Online,P006,Mechanical Keyboard,Electronics,Accessories,2,47.71,0.0,,95.42
INV100770,2024-02-22 10:18:58,C1074,2019-09-06,United Kingdom,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,4,21.12,0.0,,84.48
INV100735,2024-08-23 23:01:04,C1378,2019-05-12,Germany,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,2,102.93,0.0,NEW10,205.86
INV100913,2024-10-11 11:36:30,C1223,2021-03-27,Germany,Debit Card,Online,P020,HDMI Cable,Electronics,Accessories,4,145.37,0.0,SUMMER20,581.48
INV100219,2024-05-29 23:32:20,C1396,2023-04-25,United Kingdom,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,1,145.37,0.25,NEW10,109.0275
INV100641,2022-12-26 14:27:14,C1294,2018-06-23,United Kingdom,Debit Card,Online,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,,42.24
INV100915,2024-01-17 21:19:48,C1263,2021-07-10,United Kingdom,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,1,32.42,0.05,,30.799
INV100752,2023-07-10 10:35:45,C1246,2019-08-22,France,PayPal,Online,P005,Office Chair,Furniture,Seating,3,42.19,0.05,,120.24149999999999
INV100806,2024-09-15 17:07:44,C1131,2023-05-15,United Kingdom,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,1,47.71,0.0,,47.71
INV100919,2023-09-12 00:22:02,C1267,2020-08-17,United Kingdom,Debit Card,Online,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.0,,14.1
INV100624,2023-08-01 13:58:50,C1047,2019-10-27,United Kingdom,PayPal,Offline,P005,Office Chair,Furniture,Seating,2,42.19,0.0,,84.38
INV100874,2022-05-07 14:06:54,C1328,2021-01-28,United Kingdom,Credit Card,Online,P005,Office Chair,Furniture,Seating,3,42.19,0.0,,126.57
INV100760,2024-10-20 15:17:24,C1358,2023-10-06,Germany,Bank Transfer,Offline,P020,HDMI Cable,Electronics,Accessories,3,145.37,0.0,,436.11
INV100386,2023-06-06 16:04:26,C1226,2020-11-01,United Kingdom,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,4,102.93,0.2,,329.37600000000003
INV100972,2023-04-12 10:36:57,C1344,2021-10-03,United Kingdom,Debit Card,Online,P010,Monitor 24in,Electronics,Displays,1,73.71,0.0,SUMMER20,73.71
INV100509,2022-10-15 13:56:57,C1129,2019-07-30,United Kingdom,PayPal,Online,P013,Backpack,Accessories,Bags,2,96.99,0.0,SUMMER20,193.98
INV100267,2024-03-09 07:14:06,C1192,2021-02-24,United Kingdom,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,1,88.22,0.0,,88.22
INV100819,2024-01-03 19:33:37,C1284,2021-01-19,United Kingdom,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,3,145.37,0.25,,327.0825
INV100441,2022-06-23 01:29:34,C1042,2018-06-08,United Kingdom,Credit Card,Online,P007,Headphones,Electronics,Audio,4,53.87,0.0,,215.48
INV100496,2022-02-01 05:45:05,C1186,2021-07-15,Germany,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,2,27.94,0.0,WELCOME5,55.88
INV100112,2024-05-20 07:46:10,C1033,2018-09-01,India,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,2,102.93,0.0,SUMMER20,205.86
INV100691,2023-05-07 22:34:18,C1196,2021-09-25,India,Debit Card,Online,P016,Coffee Mug,Home,Kitchen,5,119.76,0.15,,508.98
INV100232,2024-02-06 20:28:12,C1015,2018-09-21,United States,Debit Card,Online,P016,Coffee Mug,Home,Kitchen,4,119.76,0.0,,479.04
INV100869,2022-02-11 17:29:14,C1204,2019-12-10,Australia,Debit Card,Online,P011,Desk Lamp,Home,Lighting,6,83.71,0.0,,502.26
INV100607,2024-09-27 23:32:42,C1304,2019-02-01,United Kingdom,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,VIP15,224.54
INV100671,2023-07-17 02:34:24,C1108,2023-05-09,United States,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.0,,143.13
INV100373,2022-06-30 01:31:59,C1021,2019-03-31,United States,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.0,NEW10,14.1
INV100981,2024-01-06 15:15:00,C1149,2021-12-21,United Kingdom,Credit Card,Offline,P014,Smart Speaker,Electronics,Audio,1,102.93,0.0,,102.93
INV100842,2024-10-01 21:48:01,C1227,2019-08-23,United States,PayPal,Online,P013,Backpack,Accessories,Bags,4,96.99,0.15,,329.76599999999996
INV100233,2022-05-07 16:56:34,C1076,2018-08-24,United States,PayPal,Online,P003,Laptop Stand,Electronics,Accessories,4,27.94,0.1,,100.584
INV100785,2023-03-23 23:31:34,C1321,2020-10-18,United Kingdom,Credit Card,Online,P005,Office Chair,Furniture,Seating,4,42.19,0.05,,160.32199999999997
INV100676,2022-05-17 08:46:53,C1396,2019-09-08,United Kingdom,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.0,,252.84
INV100317,2022-06-03 06:52:31,C1065,2018-07-16,United Kingdom,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,1,27.94,0.0,,27.94
INV100648,2024-11-10 05:02:16,C1137,2018-01-03,United Kingdom,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,5,14.1,0.15,,59.925
INV100410,2022-08-11 22:54:33,C1310,2020-12-05,Spain,Credit Card,Online,P017,Standing Desk,Furniture,Desks,4,126.42,0.0,,505.68
INV100898,2022-01-11 21:10:40,C1141,2018-09-12,United Kingdom,Bank Transfer,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.0,WELCOME5,186.39000000000001
INV100709,2023-01-13 01:28:56,C1073,2018-05-02,United Kingdom,Debit Card,Online,P010,Monitor 24in,Electronics,Displays,1,73.71,0.2,,58.967999999999996
INV100358,2024-10-30 06:01:16,C1362,2020-10-27,United States,Credit Card,Offline,P018,Mouse Pad,Accessories,Accessories,4,130.35,0.15,,443.18999999999994
INV100258,2023-08-21 04:58:09,C1112,2019-08-29,United Kingdom,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,4,102.93,0.05,,391.134
INV100744,2024-12-11 09:11:22,C1329,2019-02-19,France,Credit Card,Online,P011,Desk Lamp,Home,Lighting,3,83.71,0.15,,213.4605
INV100627,2022-07-27 09:37:39,C1195,2019-01-31,United States,Debit Card,Online,P010,Monitor 24in,Electronics,Displays,1,73.71,0.0,VIP15,73.71
INV100632,2022-11-08 23:52:28,C1229,2019-09-05,United Kingdom,PayPal,Online,P014,Smart Speaker,Electronics,Audio,3,102.93,0.25,,231.59250000000003
INV100282,2024-12-15 18:59:26,C1092,2019-04-08,United States,PayPal,Offline,P004,Notebook,Office Supplies,Stationery,3,32.42,0.0,,97.26
INV100376,2024-04-03 21:44:58,C1152,2019-08-13,United Kingdom,Credit Card,Online,P005,Office Chair,Furniture,Seating,4,42.19,0.1,,151.884
INV100384,2024-02-27 06:31:01,C1252,2018-11-18,Australia,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,1,112.27,0.25,SUMMER20,84.2025
INV100224,2022-08-01 10:43:58,C1312,2020-12-31,United Kingdom,Credit Card,Offline,P012,Pen Set,Office Supplies,Stationery,7,88.22,0.1,WELCOME5,555.786
INV100953,2022-06-05 02:27:35,C1189,2018-04-15,Germany,Debit Card,Offline,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,,224.54
INV100814,2023-10-03 06:23:22,C1044,2021-03-21,Australia,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,4,88.22,0.05,,335.236
INV100472,2023-10-06 19:41:39,C1350,2020-08-04,United States,PayPal,Offline,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,,64.84
INV100347,2024-01-07 08:05:39,C1176,2018-09-09,United Kingdom,PayPal,Online,P007,Headphones,Electronics,Audio,4,53.87,0.0,,215.48
INV100505,2023-12-18 20:56:25,C1055,2020-10-15,United States,Bank Transfer,Online,P017,Standing Desk,Furniture,Desks,1,126.42,0.05,,120.09899999999999
INV100639,2023-11-10 01:51:28,C1166,2020-04-26,United Kingdom,Credit Card,Online,P017,Standing Desk,Furniture,Desks,14,126.42,0.0,,1769.88
INV100987,2024-04-29 10:43:22,C1209,2019-09-28,Germany,Credit Card,Online,P008,Webcam,Electronics,Accessories,2,62.13,0.05,,118.047
INV100928,2022-06-24 08:29:58,C1245,2019-05-07,France,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.0,,336.81
INV100905,2022-04-12 02:25:21,C1151,2018-03-01,United Kingdom,Debit Card,Online,P007,Headphones,Electronics,Audio,3,53.87,0.15,,137.36849999999998
INV100619,2023-05-04 16:07:11,C1244,2018-07-04,United Kingdom,Debit Card,Online,P017,Standing Desk,Furniture,Desks,1,126.42,0.05,,120.09899999999999
INV100855,2022-09-18 11:44:33,C1135,2018-03-14,United Kingdom,Debit Card,Online,P017,Standing Desk,Furniture,Desks,3,126.42,0.1,NEW10,341.334
INV100803,2024-02-07 00:20:41,C1104,2020-07-08,Germany,Credit Card,Offline,P015,Tablet 10in,Electronics,Computing,4,112.27,0.0,NEW10,449.08
INV100645,2023-06-29 22:48:26,C1387,2019-10-01,United Kingdom,PayPal,Online,P003,Laptop Stand,Electronics,Accessories,4,27.94,0.3,,78.232
INV100846,2024-05-02 04:05:34,C1349,2021-05-12,United Kingdom,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.0,WELCOME5,28.2
INV100556,2023-04-18 13:39:47,C1327,2019-11-19,Spain,PayPal,Online,P011,Desk Lamp,Home,Lighting,2,83.71,0.25,SUMMER20,125.565
INV100957,2024-12-22 16:45:36,C1338,2018-07-03,India,Credit Card,Online,P013,Backpack,Accessories,Bags,1,96.99,0.0,WELCOME5,96.99
INV100577,2022-08-30 02:28:37,C1057,2019-12-24,Germany,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,1,88.22,0.0,,88.22
INV100795,2024-06-10 05:12:37,C1314,2020-02-27,United Kingdom,Credit Card,Online,P008,Webcam,Electronics,Accessories,2,62.13,0.1,,111.834
INV100085,2022-11-18 06:23:02,C1091,2019-07-29,United Kingdom,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,2,27.94,0.1,,50.292
INV100242,2023-09-08 16:06:49,C1296,2018-06-25,United Kingdom,Debit Card,Offline,P008,Webcam,Electronics,Accessories,2,62.13,0.25,NEW10,93.19500000000001
INV100698,2022-11-25 10:59:09,C1384,2019-09-27,France,PayPal,Online,P008,Webcam,Electronics,Accessories,7,62.13,0.0,,434.91
INV100159,2023-04-01 01:30:54,C1274,2022-10-31,United States,Credit Card,Offline,P020,HDMI Cable,Electronics,Accessories,4,145.37,0.0,SUMMER20,581.48
INV100524,2023-03-20 00:03:53,C1052,2020-06-24,United States,PayPal,Online,P017,Standing Desk,Furniture,Desks,1,126.42,0.0,SUMMER20,126.42
INV100035,2022-10-26 17:33:26,C1122,2020-11-24,United States,Credit Card,Offline,P014,Smart Speaker,Electronics,Audio,2,102.93,0.0,VIP15,205.86
INV100540,2023-04-04 10:39:55,C1047,2019-05-17,Australia,Debit Card,Online,P020,HDMI Cable,Electronics,Accessories,2,145.37,0.1,,261.666
INV100170,2022-01-02 09:02:02,C1179,2018-11-01,France,Credit Card,Online,P017,Standing Desk,Furniture,Desks,4,126.42,0.0,,505.68
INV100654,2022-08-16 18:05:21,C1032,2020-05-07,Germany,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,5,112.27,0.0,WELCOME5,561.35
INV100890,2023-06-25 22:09:22,C1244,2019-03-19,United Kingdom,Credit Card,Offline,P015,Tablet 10in,Electronics,Computing,3,112.27,0.0,,336.81
INV100857,2024-11-01 22:00:35,C1154,2018-12-10,United Kingdom,Debit Card,Offline,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.2,VIP15,211.72799999999998
INV100847,2023-05-05 05:03:03,C1164,2019-12-18,United Kingdom,Bank Transfer,Online,P005,Office Chair,Furniture,Seating,3,42.19,0.0,,126.57
INV100944,2023-01-09 21:35:17,C1233,2018-03-08,France,Bank Transfer,Online,P011,Desk Lamp,Home,Lighting,3,83.71,0.2,,200.904
INV100733,2023-05-08 08:17:10,C1146,2019-01-26,India,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,4,112.27,0.1,,404.17199999999997
INV100095,2022-08-18 09:59:25,C1191,2019-08-17,United Kingdom,Credit Card,Offline,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.0,NEW10,264.65999999999997
INV100563,2022-05-17 15:39:33,C1187,2018-02-01,India,Bank Transfer,Online,P015,Tablet 10in,Electronics,Computing,2,112.27,0.15,,190.85899999999998
INV100240,2024-06-23 16:43:02,C1076,2021-05-30,United States,Credit Card,Offline,P004,Notebook,Office Supplies,Stationery,3,32.42,0.0,,97.26
INV100742,2024-03-28 03:29:32,C1312,2020-06-19,United States,Debit Card,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.0,,336.81
INV100574,2024-08-06 11:58:49,C1193,2021-07-26,Germany,Credit Card,Offline,P016,Coffee Mug,Home,Kitchen,2,119.76,0.2,VIP15,191.616
INV100690,2023-09-20 02:21:37,C1314,2020-11-23,United States,Credit Card,Offline,P011,Desk Lamp,Home,Lighting,2,83.71,0.0,VIP15,167.42
INV100460,2022-11-14 13:29:11,C1395,2019-03-07,United Kingdom,PayPal,Online,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.2,,211.72799999999998
INV100553,2022-02-27 02:30:21,C1217,2019-01-25,United Kingdom,Credit Card,Online,P013,Backpack,Accessories,Bags,1,96.99,0.0,SUMMER20,96.99
INV100888,2022-08-11 17:53:42,C1076,2019-09-03,United States,PayPal,Online,P006,Mechanical Keyboard,Electronics,Accessories,1,47.71,0.0,,47.71
INV100206,2023-01-07 17:00:48,C1140,2020-04-08,France,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.05,,26.79
INV100392,2022-10-04 10:37:40,C1203,2019-01-21,United Kingdom,PayPal,Online,P007,Headphones,Electronics,Audio,6,53.87,0.1,,290.89799999999997
INV100794,2023-01-09 05:10:28,C1181,2019-03-07,United Kingdom,Debit Card,Online,P019,Planner 2024,Office Supplies,Stationery,4,136.97,0.0,,547.88
INV100397,2022-01-10 09:10:16,C1138,2019-12-28,United Kingdom,Credit Card,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.0,,84.38
INV100766,2024-10-19 22:22:56,C1318,2021-12-24,Germany,Credit Card,Online,P018,Mouse Pad,Accessories,Accessories,1,130.35,0.0,,130.35
INV100848,2024-01-26 21:03:19,C1138,2021-07-28,Germany,Credit Card,Offline,P009,External HDD,Electronics,Storage,3,66.06,0.0,VIP15,198.18
INV100217,2022-05-07 20:04:26,C1127,2018-06-30,Australia,PayPal,Online,P016,Coffee Mug,Home,Kitchen,3,119.76,0.05,,341.31600000000003
INV100004,2024-10-01 18:40:02,C1298,2019-01-30,United Kingdom,Credit Card,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.05,SUMMER20,177.0705
INV100768,2022-01-31 20:31:26,C1152,2018-03-11,Germany,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,1,32.42,0.05,,30.799
INV100642,2022-12-19 18:38:43,C1276,2018-02-19,Germany,Credit Card,Online,P008,Webcam,Electronics,Accessories,2,62.13,0.0,,124.26
INV100929,2023-04-05 09:22:35,C1288,2018-01-16,United States,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,3,32.42,0.0,,97.26
INV100612,2022-04-23 00:17:09,C1292,2018-10-02,United Kingdom,Cash,Offline,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.0,NEW10,42.3
INV100738,2022-01-21 16:33:17,C1298,2018-10-19,United Kingdom,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,3,102.93,0.1,,277.911
INV100546,2022-09-12 15:15:18,C1370,2019-07-06,Germany,Credit Card,Offline,P013,Backpack,Accessories,Bags,3,96.99,0.0,WELCOME5,290.96999999999997
INV100725,2022-11-25 00:49:32,C1396,2018-08-07,India,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.0,,252.84
INV100683,2022-01-08 11:12:30,C1122,2018-03-06,France,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,4,145.37,0.0,,581.48
INV100098,2024-01-16 22:21:38,C1275,2020-05-25,United Kingdom,Cash,Offline,P016,Coffee Mug,Home,Kitchen,2,119.76,0.05,SUMMER20,227.544
INV100804,2022-02-24 14:23:04,C1192,2018-05-12,Spain,PayPal,Online,P006,Mechanical Keyboard,Electronics,Accessories,4,47.71,0.0,,190.84
INV100727,2023-01-13 09:22:01,C1052,2019-08-21,United States,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,6,14.1,0.0,NEW10,84.6
INV100573,2024-06-21 02:02:47,C1343,2019-08-22,United States,Debit Card,Offline,P010,Monitor 24in,Electronics,Displays,1,73.71,0.25,,55.2825
INV100406,2023-11-19 22:10:04,C1151,2020-11-10,United States,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,3,32.42,0.0,,97.26
INV100502,2022-07-23 04:22:10,C1025,2019-01-12,Australia,PayPal,Online,P009,External HDD,Electronics,Storage,8,66.06,0.0,SUMMER20,528.48
INV100047,2022-11-28 17:32:27,C1180,2019-06-24,India,Credit Card,Offline,P017,Standing Desk,Furniture,Desks,2,126.42,0.1,,227.556
INV100032,2023-11-22 17:45:08,C1380,2021-01-02,Spain,Credit Card,Offline,P007,Headphones,Electronics,Audio,2,53.87,0.0,WELCOME5,107.74
INV100779,2024-07-14 15:14:46,C1025,2022-05-14,India,Credit Card,Online,P005,Office Chair,Furniture,Seating,8,42.19,0.2,NEW10,270.016
INV100839,2023-01-06 01:19:49,C1002,2020-04-02,United Kingdom,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,3,73.71,0.15,VIP15,187.9605
INV100200,2023-08-12 04:26:17,C1010,2020-02-24,United Kingdom,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,4,27.94,0.0,NEW10,111.76
INV100134,2023-11-16 15:19:13,C1339,2021-12-15,United States,Cash,Online,P010,Monitor 24in,Electronics,Displays,3,73.71,0.05,VIP15,210.0735
INV100027,2024-05-05 10:29:21,C1381,2018-01-26,Germany,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,4,27.94,0.0,,111.76
INV100880,2023-08-07 11:18:42,C1332,2020-03-30,India,Credit Card,Offline,P010,Monitor 24in,Electronics,Displays,2,73.71,0.05,,140.04899999999998
INV100230,2022-08-18 06:15:43,C1028,2019-04-13,United States,Debit Card,Online,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.0,,410.90999999999997
INV100489,2022-05-22 01:23:08,C1185,2020-07-11,United Kingdom,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,1,119.76,0.0,,119.76
INV100772,2024-11-22 06:56:47,C1198,2022-10-19,United Kingdom,Credit Card,Online,P008,Webcam,Electronics,Accessories,4,62.13,0.0,,248.52
